sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,default_configuration_id,description,fabric,frame,gallery,gift_message_available,has_options,image,image_label,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,parent_url_key,price,rattan,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tabletop,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,_super_products_sku,_super_attribute_code,_super_attribute_option,_super_attribute_price_corr
,,,,Products/Sunroom Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Beach Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Deck Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Lounge Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Outdoor Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Outdoor Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Outdoor Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Patio Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Patio Furniture Sale,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Seating,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Chairs/Armchairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Chairs/Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Chairs/Club Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Deck Furniture/Deck Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Chairs/Easy Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Lounge Furniture/Lounge Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Occasional Furniture/Occasional,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Occasional Furniture/Occasional Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Chairs/Outdoor Armchair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Chairs/Outdoor Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Chairs/Outdoor Club Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Chairs/Outdoor Easy Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Patio Furniture/Outdoor Patio Armchairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Patio Furniture/Outdoor Patio Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Patio Furniture/Outdoor Patio Deck Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Chairs/Patio Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Ratan Outdoor Furniture/Ratan Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Chairs/Sand Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Chairs/Spring Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Beach Chairs/Wicker Beach Sand Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Chairs/Wicker Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Deck Furniture/Wicker Deck Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Lounge Furniture/Wicker Lounge Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Outdoor Chairs/Wicker Outdoor Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Patio Chairs/Wicker Patio Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Chairs/Wicker Sand Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Furniture Collections/The Pompano Collection,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POM878837-00,,[Frame][Rattan][Fabric][TableTop],simple,,,base,,,11/4/2014 20:05:39,,,,,,content,795R2C1,Natural Wood,,,0,,,,Check out the Armchair from The Pompano Collection&copy; by Rattan Outdoor Furniture&reg;,Pompano Armchair,Pompano Armchair,,1889.99,Use config,Use config,Pompano Armchair - Default,,,Block after Info Column,,collections/pompano,1579.99,Arabica 7mm Peel,0,The Pompano Collection,,,,,,1,,2,,,11/7/2014 21:50:19,pompano-armchair-default,pompano-armchair-default,1,100,100,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
POM878844,,[Frame][Rattan][Fabric][TableTop],configurable,Products/Deck Furniture,Default Category,base,,,11/4/2014 20:11:22,,,,,25,"<p>Are you ready to embody a life of luxury with our fresh and modern Pompano Swivel Rocker? Holdfast to your commitment to trend setting sophistication while at the same time, maintaining within your budget. Our Pompano Swivel Rocker is priced to sell everyday at prices that are exceptionally low. You&#039;ll not only fall in love with our innovating designs but the pure satisfaction of discounts that are normally reserved for inventory clearance sales. Recreation can be found on your patio, lanai or deck today with our fast and free shipping available with the order of your Pompano Swivel Rocker.</p><p>See your friends and family respond the sleek and comforting styling of our striking Pompano Swivel Rocker that allows you to lean to and fro with the support of our Indentation Load Deflection (ILD) cushions. Exclusive Allure fabrics are softly textured yet durable against the toughest of weather conditions. Supported by nonferrous aluminum frames and 100% hand woven synthetic resin, our Pompano Swivel Rocker will not corrode and resists the development of scratches and other blemishes. It&#039;s easy to become another satisfied customer when purchasing our Pompano Swivel Rocker from our easily accessible online store now.</p><p>Send pictures your Pompano Swivel Rocker ornate in your home to our email at <a href='mailto:sales@rattanoutdoorfurniture.com'>sales@rattanoutdoorfurniture.com</a> and you could be featured as a valued customer on our Facebook page. Ask for help with Pompano Swivel Rocker order at <a href='tel:18442728826'>(844) 2-RATTAN</a>.</p>",,,,,1,/s/w/swivel-rocker-main_5.jpg,Pompano Swivel Rocker - Front Corner,,Check out our Swivel Rocker from The Pompano Collection&copy; by Rattan Outdoor Furniture&reg;,Pompano Swivel Rocker,Pompano Swivel Rocker,,1949.99,Use config,Use config,Pompano Swivel Rocker,,,Block after Info Column,,collections/pompano,1629.99,,1,The Pompano Collection,/s/w/swivel-rocker-main_5.jpg,Pompano Swivel Rocker - Front Corner,,,,1,,2,/s/w/swivel-rocker-main_5.jpg,Pompano Swivel Rocker - Front Corner,11/7/2014 21:50:19,swivel-rocker,swivel-rocker,4,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/s/w/swivel-rocker-1_5.jpg,Front - Pompano Swivel Rocker,2,0,POM878844-00,frame,Natural Wood,
,,,,Products/Modern Wicker Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/w/swivel-rocker-2_5.jpg,Side - Pompano Swivel Rocker,3,0,POM878844-00,rattan,Arabica 7mm Peel,
,,,,Products/Outdoor Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/w/swivel-rocker-main_5.jpg,Pompano Swivel Rocker - Front Corner,1,1,POM878844-00,fabric,795R2C1,
,,,,Products/Outdoor Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/w/swivel-rocker-3_5.jpg,Back Corner - Pompano Swivel Rocker,4,0,,,,
,,,,Products/Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Wicker Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Ratan Outdoor Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Seating,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Sunroom Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Deck Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Outdoor Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Outdoor Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Patio Furniture Sale,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Seating,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Patio Furniture/Outdoor Patio Swivel Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Chairs/Swivel Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Chairs/Wicker Swivel Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Furniture Collections/The Pompano Collection,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POM878844-00,,[Frame][Rattan][Fabric][TableTop],simple,,,base,,,11/4/2014 20:12:52,,,,,,content,795R2C1,Natural Wood,,,0,,,,Check out our Swivel Rocker from The Pompano Collection&copy; by Rattan Outdoor Furniture&reg;,Pompano Swivel Rocker,Pompano Swivel Rocker,,1949.99,Use config,Use config,Pompano Swivel Rocker - Default,,,Block after Info Column,,collections/pompano,1629.99,Arabica 7mm Peel,0,The Pompano Collection,,,,,,1,,2,,,11/7/2014 21:50:19,pompano-swivel-rocker-default,pompano-swivel-rocker-default,1,100,100,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
POM878882,,[Frame][Rattan][Fabric][TableTop],configurable,Products/Deck Furniture,Default Category,base,,,11/4/2014 20:21:14,,,,,27,"<p>Add an eye-catching centerpiece to your home with our trending Pompano Coffee Table. Our artisan crafted furniture beautifully blends attractive form and functionality with unmistakable highly sought after commercial grade materials and an old world charm combined with modern elegance. Hand applied polyethylene rattan is meticulously wrapped around exceptional nonferrous aluminum frames. Add a designer&#039;s touch to your outdoors and never worry about your Pompano Coffee Table weathering under the elements. Rain or shine, our Viro resin is infused with the advancement of lasting color pigments that will remain vibrant while resisting sunlight damage that can cause discoloration and fading. Top to bottom, enjoy the everlasting strength of our breathtaking Pompano Coffee Table designed with exquisite angles, sloping legs and the benefit of storage underneath.</p><p>Are you looking for more customizations in our unique Pompano Coffee Table? Take a glance at the top quality of our trend setting Pompano Coffee Table and choose from our selection of tempered glass or marble tops. Both options provide you with lasting beauty and refrain from scratches, stains and other blemishes. At Rattan Outdoor Furniture we provide with premium furnishings that allow for endless possibilities. Open your outdoors to the skillful design of our impeccable Pompano Coffee Table today and it all begins when you register with our online store today.</p><p>Easily receive assistance now with your Pompano Coffee Table when calling our readily available operators at <a href='tel:18442728826'>(844) 2-RATTAN</a>. Ask about tailoring your Pompano Coffee Table by emailing our in house designers at <a href='mailto:sales@rattanoutdoorfurniture.com'>sales@rattanoutdoorfurniture.com</a>.</p>",,,,,1,/c/o/coffee-table-main_34.jpg,Pompano Coffee Table - Side Corner,,Check out our Coffee Table from The Pompano Collection&copy; by Rattan Outdoor Furniture&reg;,Pompano Coffee Table,Pompano Coffee Table,,1349.99,Use config,Use config,Pompano Coffee Table,,,Block after Info Column,,collections/pompano,1129.99,,1,The Pompano Collection,/c/o/coffee-table-main_34.jpg,Pompano Coffee Table - Side Corner,,,,1,,2,/c/o/coffee-table-main_34.jpg,Pompano Coffee Table - Side Corner,11/7/2014 21:50:19,coffee-table,coffee-table,4,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/c/o/coffee-table-2_34.jpg,Short Side - Pompano Coffee Table,2,0,POM878882-00,frame,Natural Wood,
,,,,Products/Essentials,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/o/coffee-table-1_34.jpg,Long Side - Pompano Coffee Table,3,0,POM878882-00,rattan,Arabica 7mm Peel,
,,,,Products/Modern Wicker Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/o/coffee-table-3_34.jpg,Glass Table Top Close Up - Pompano Coffee Table,4,0,POM878882-00,tabletop,Glass,
,,,,Products/Occasional Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/o/coffee-table-main_34.jpg,Pompano Coffee Table - Side Corner,1,1,,,,
,,,,Products/Outdoor Essentials,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Tables and Bases,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Wicker Essentials,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Wicker Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Ratan Outdoor Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Sunroom Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Tables and Bases,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Deck Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Essentials,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Outdoor Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Outdoor Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Patio Furniture Sale,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Tables and Bases,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Tables and Bases/Cocktail Table,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Tables and Bases/Coffee Table,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
